Year;City;Sport;Discipline;Event;Event gender;Medal;NOC
1972;Sapporo;Skiing;Alpine Skiing;giant slalom;M;Silver;SUI
1972;Sapporo;Skiing;Alpine Skiing;giant slalom;W;Gold;SUI
1972;Sapporo;Skiing;Cross Country S;4x10km relay;M;Bronze;SUI
1972;Sapporo;Skiing;Ski Jumping;K120 individual (90m);M;Silver;SUI
1972;Sapporo;Biathlon;Biathlon;20km;M;Bronze;SWE
1972;Sapporo;Skating;Speed skating;1500m;M;Bronze;SWE
1972;Sapporo;Skating;Speed skating;500m;M;Silver;SWE
1972;Sapporo;Skiing;Cross Country S;15km;M;Gold;SWE
1972;Sapporo;Ice Hockey;Ice Hockey;ice hockey;M;Bronze;TCH
1972;Sapporo;Skating;Figure skating;individual;M;Gold;TCH
1972;Sapporo;Skiing;Cross Country S;5km;W;Bronze;TCH
1972;Sapporo;Biathlon;Biathlon;4x7.5km relay;M;Gold;URS
1972;Sapporo;Ice Hockey;Ice Hockey;ice hockey;M;Gold;URS
1972;Sapporo;Skating;Figure skating;individual;M;Silver;URS
1972;Sapporo;Skating;Figure skating;pairs;X;Gold;URS
1972;Sapporo;Skating;Figure skating;pairs;X;Silver;URS
1972;Sapporo;Skating;Speed skating;500m;M;Bronze;URS
1972;Sapporo;Skating;Speed skating;500m;W;Bronze;URS
1972;Sapporo;Skating;Speed skating;500m;W;Silver;URS
1972;Sapporo;Skiing;Cross Country S;10km;W;Gold;URS
1972;Sapporo;Skiing;Cross Country S;10km;W;Silver;URS
1972;Sapporo;Skiing;Cross Country S;15km;M;Silver;URS
1972;Sapporo;Skiing;Cross Country S;30km mass start;M;Gold;URS
1972;Sapporo;Skiing;Cross Country S;3x5km relay;W;Gold;URS
1972;Sapporo;Skiing;Cross Country S;4x10km relay;M;Gold;URS
1972;Sapporo;Skiing;Cross Country S;50km;M;Bronze;URS
1972;Sapporo;Skiing;Cross Country S;5km;W;Gold;URS
1972;Sapporo;Ice Hockey;Ice Hockey;ice hockey;M;Silver;USA
1972;Sapporo;Skating;Figure skating;individual;W;Bronze;USA
1972;Sapporo;Skating;Speed skating;1000m;W;Bronze;USA
1972;Sapporo;Skating;Speed skating;1500m;W;Gold;USA
1972;Sapporo;Skating;Speed skating;3000m;W;Silver;USA
1972;Sapporo;Skating;Speed skating;500m;W;Gold;USA
1972;Sapporo;Skiing;Alpine Skiing;downhill;W;Bronze;USA
1972;Sapporo;Skiing;Alpine Skiing;slalom;W;Gold;USA
1976;Innsbruck;Luge;Luge;doubles;X;Bronze;AUT
1976;Innsbruck;Skiing;Alpine Skiing;downhill;M;Gold;AUT
1976;Innsbruck;Skiing;Alpine Skiing;downhill;W;Silver;AUT
1976;Innsbruck;Skiing;Ski Jumping;K120 individual (90m);M;Gold;AUT
1976;Innsbruck;Skiing;Ski Jumping;K120 individual (90m);M;Silver;AUT
1976;Innsbruck;Skiing;Ski Jumping;K90 individual (70m);M;Bronze;AUT
1976;Innsbruck;Skating;Figure skating;individual;M;Bronze;CAN
1976;Innsbruck;Skating;Speed skating;500m;W;Silver;CAN
1976;Innsbruck;Skiing;Alpine Skiing;giant slalom;W;Gold;CAN
1976;Innsbruck;Biathlon;Biathlon;20km;M;Silver;FIN
1976;Innsbruck;Biathlon;Biathlon;4x7.5km relay;M;Silver;FIN
1976;Innsbruck;Skiing;Cross Country S;10km;W;Silver;FIN
1976;Innsbruck;Skiing;Cross Country S;15km;M;Bronze;FIN
1976;Innsbruck;Skiing;Cross Country S;4x10km relay;M;Gold;FIN
1976;Innsbruck;Skiing;Cross Country S;4x5km relay;W;Silver;FIN
1976;Innsbruck;Skiing;Cross Country S;5km;W;Gold;FIN
1976;Innsbruck;Skiing;Alpine Skiing;giant slalom;W;Bronze;FRA
1976;Innsbruck;Bobsleigh;Bobsleigh;four-man;M;Bronze;FRG
1976;Innsbruck;Bobsleigh;Bobsleigh;two-man;M;Silver;FRG
1976;Innsbruck;Ice Hockey;Ice Hockey;ice hockey;M;Bronze;FRG
1976;Innsbruck;Luge;Luge;doubles;X;Silver;FRG
1976;Innsbruck;Luge;Luge;singles;M;Silver;FRG
1976;Innsbruck;Luge;Luge;singles;W;Bronze;FRG
1976;Innsbruck;Skiing;Alpine Skiing;downhill;W;Gold;FRG
1976;Innsbruck;Skiing;Alpine Skiing;giant slalom;W;Silver;FRG
1976;Innsbruck;Skiing;Alpine Skiing;slalom;W;Gold;FRG
1976;Innsbruck;Skiing;Nordic Combined;individual;M;Silver;FRG
1976;Innsbruck;Skating;Figure skating;individual;M;Gold;GBR
1976;Innsbruck;Biathlon;Biathlon;4x7.5km relay;M;Bronze;GDR
1976;Innsbruck;Bobsleigh;Bobsleigh;four-man;M;Gold;GDR
1976;Innsbruck;Bobsleigh;Bobsleigh;two-man;M;Gold;GDR
1976;Innsbruck;Luge;Luge;doubles;X;Gold;GDR
1976;Innsbruck;Luge;Luge;singles;M;Bronze;GDR
1976;Innsbruck;Luge;Luge;singles;M;Gold;GDR
1976;Innsbruck;Luge;Luge;singles;W;Gold;GDR
1976;Innsbruck;Luge;Luge;singles;W;Silver;GDR
1976;Innsbruck;Skating;Figure skating;individual;W;Bronze;GDR
1976;Innsbruck;Skating;Figure skating;pairs;X;Bronze;GDR
1976;Innsbruck;Skating;Figure skating;pairs;X;Silver;GDR
1976;Innsbruck;Skating;Speed skating;3000m;W;Silver;GDR
1976;Innsbruck;Skiing;Cross Country S;4x5km relay;W;Bronze;GDR
1976;Innsbruck;Skiing;Cross Country S;50km;M;Silver;GDR
1976;Innsbruck;Skiing;Nordic Combined;individual;M;Bronze;GDR
1976;Innsbruck;Skiing;Nordic Combined;individual;M;Gold;GDR
1976;Innsbruck;Skiing;Ski Jumping;K120 individual (90m);M;Bronze;GDR
1976;Innsbruck;Skiing;Ski Jumping;K90 individual (70m);M;Gold;GDR
1976;Innsbruck;Skiing;Ski Jumping;K90 individual (70m);M;Silver;GDR
1976;Innsbruck;Skiing;Alpine Skiing;downhill;M;Bronze;ITA
1976;Innsbruck;Skiing;Alpine Skiing;slalom;M;Gold;ITA
1976;Innsbruck;Skiing;Alpine Skiing;slalom;M;Silver;ITA
1976;Innsbruck;Skiing;Alpine Skiing;slalom;W;Silver;ITA
1976;Innsbruck;Skiing;Alpine Skiing;slalom;M;Bronze;LIE
1976;Innsbruck;Skiing;Alpine Skiing;slalom;W;Bronze;LIE
1976;Innsbruck;Skating;Figure skating;individual;W;Silver;NED
1976;Innsbruck;Skating;Speed skating;10000m;M;Bronze;NED
1976;Innsbruck;Skating;Speed skating;10000m;M;Gold;NED
1976;Innsbruck;Skating;Speed skating;1500m;M;Bronze;NED
1976;Innsbruck;Skating;Speed skating;5000m;M;Bronze;NED
1976;Innsbruck;Skating;Speed skating;5000m;M;Silver;NED
1976;Innsbruck;Skating;Speed skating;10000m;M;Silver;NOR
1976;Innsbruck;Skating;Speed skating;1000m;M;Silver;NOR
1976;Innsbruck;Skating;Speed skating;1500m;M;Gold;NOR
1976;Innsbruck;Skating;Speed skating;3000m;W;Bronze;NOR
1976;Innsbruck;Skating;Speed skating;5000m;M;Gold;NOR
1976;Innsbruck;Skiing;Cross Country S;4x10km relay;M;Silver;NOR
1976;Innsbruck;Skiing;Cross Country S;50km;M;Gold;NOR
1976;Innsbruck;Bobsleigh;Bobsleigh;four-man;M;Silver;SUI
1976;Innsbruck;Bobsleigh;Bobsleigh;two-man;M;Bronze;SUI
1976;Innsbruck;Skiing;Alpine Skiing;downhill;M;Silver;SUI
1976;Innsbruck;Skiing;Alpine Skiing;giant slalom;M;Gold;SUI
1976;Innsbruck;Skiing;Alpine Skiing;giant slalom;M;Silver;SUI
1976;Innsbruck;Skiing;Alpine Skiing;giant slalom;M;Bronze;SWE
1976;Innsbruck;Skiing;Cross Country S;50km;M;Bronze;SWE
1976;Innsbruck;Ice Hockey;Ice Hockey;ice hockey;M;Silver;TCH
1976;Innsbruck;Biathlon;Biathlon;20km;M;Bronze;URS
1976;Innsbruck;Biathlon;Biathlon;20km;M;Gold;URS
1976;Innsbruck;Biathlon;Biathlon;4x7.5km relay;M;Gold;URS
1976;Innsbruck;Ice Hockey;Ice Hockey;ice hockey;M;Gold;URS
1976;Innsbruck;Skating;Figure skating;ice dancing;X;Gold;URS
1976;Innsbruck;Skating;Figure skating;ice dancing;X;Silver;URS
1976;Innsbruck;Skating;Figure skating;individual;M;Silver;URS
1976;Innsbruck;Skating;Figure skating;pairs;X;Gold;URS
1976;Innsbruck;Skating;Speed skating;1000m;M;Bronze;URS
1976;Innsbruck;Skating;Speed skating;1000m;W;Gold;URS
1976;Innsbruck;Skating;Speed skating;1500m;M;Silver;URS
1976;Innsbruck;Skating;Speed skating;1500m;W;Bronze;URS
1976;Innsbruck;Skating;Speed skating;1500m;W;Gold;URS
1976;Innsbruck;Skating;Speed skating;3000m;W;Gold;URS
1976;Innsbruck;Skating;Speed skating;500m;M;Gold;URS
1976;Innsbruck;Skating;Speed skating;500m;M;Silver;URS
1976;Innsbruck;Skating;Speed skating;500m;W;Bronze;URS
1976;Innsbruck;Skiing;Cross Country S;10km;W;Bronze;URS
1976;Innsbruck;Skiing;Cross Country S;10km;W;Gold;URS
1976;Innsbruck;Skiing;Cross Country S;15km;M;Gold;URS
1976;Innsbruck;Skiing;Cross Country S;15km;M;Silver;URS
1976;Innsbruck;Skiing;Cross Country S;30km mass start;M;Bronze;URS
1976;Innsbruck;Skiing;Cross Country S;30km mass start;M;Gold;URS
1976;Innsbruck;Skiing;Cross Country S;4x10km relay;M;Bronze;URS
1976;Innsbruck;Skiing;Cross Country S;4x5km relay;W;Gold;URS
1976;Innsbruck;Skiing;Cross Country S;5km;W;Bronze;URS
1976;Innsbruck;Skiing;Cross Country S;5km;W;Silver;URS
1976;Innsbruck;Skating;Figure skating;ice dancing;X;Bronze;USA
1976;Innsbruck;Skating;Figure skating;individual;W;Gold;USA
1976;Innsbruck;Skating;Speed skating;1000m;M;Gold;USA
1976;Innsbruck;Skating;Speed skating;1000m;W;Bronze;USA
1976;Innsbruck;Skating;Speed skating;1000m;W;Silver;USA
1976;Innsbruck;Skating;Speed skating;1500m;W;Silver;USA
1976;Innsbruck;Skating;Speed skating;500m;M;Bronze;USA
1976;Innsbruck;Skating;Speed skating;500m;W;Gold;USA
1976;Innsbruck;Skiing;Alpine Skiing;downhill;W;Bronze;USA
1976;Innsbruck;Skiing;Cross Country S;30km mass start;M;Silver;USA
1980;Lake Placid;Luge;Luge;doubles;X;Bronze;AUT
1980;Lake Placid;Skiing;Alpine Skiing;downhill;M;Gold;AUT
1980;Lake Placid;Skiing;Alpine Skiing;downhill;M;Silver;AUT
1980;Lake Placid;Skiing;Alpine Skiing;downhill;W;Gold;AUT
1980;Lake Placid;Skiing;Alpine Skiing;giant slalom;M;Bronze;AUT
1980;Lake Placid;Skiing;Ski Jumping;K120 individual (90m);M;Silver;AUT
1980;Lake Placid;Skiing;Ski Jumping;K90 individual (70m);M;Gold;AUT
1980;Lake Placid;Skiing;Cross Country S;30km mass start;M;Bronze;BUL
1980;Lake Placid;Skating;Speed skating;1000m;M;Silver;CAN
1980;Lake Placid;Skiing;Alpine Skiing;downhill;M;Bronze;CAN
1980;Lake Placid;Skiing;Cross Country S;10km;W;Bronze;FIN
1980;Lake Placid;Skiing;Cross Country S;10km;W;Silver;FIN
1980;Lake Placid;Skiing;Cross Country S;15km;M;Silver;FIN
1980;Lake Placid;Skiing;Cross Country S;4x10km relay;M;Bronze;FIN
1980;Lake Placid;Skiing;Cross Country S;50km;M;Silver;FIN
1980;Lake Placid;Skiing;Cross Country S;5km;W;Silver;FIN
1980;Lake Placid;Skiing;Nordic Combined;individual;M;Silver;FIN
1980;Lake Placid;Skiing;Ski Jumping;K120 individual (90m);M;Bronze;FIN
1980;Lake Placid;Skiing;Ski Jumping;K120 individual (90m);M;Gold;FIN
1980;Lake Placid;Skiing;Alpine Skiing;giant slalom;W;Bronze;FRA
1980;Lake Placid;Biathlon;Biathlon;4x7.5km relay;M;Bronze;FRG
1980;Lake Placid;Luge;Luge;singles;M;Bronze;FRG
1980;Lake Placid;Skating;Figure skating;individual;W;Bronze;FRG
1980;Lake Placid;Skiing;Alpine Skiing;giant slalom;W;Silver;FRG
1980;Lake Placid;Skiing;Alpine Skiing;slalom;W;Silver;FRG
1980;Lake Placid;Skating;Figure skating;individual;M;Gold;GBR
1980;Lake Placid;Biathlon;Biathlon;10km;M;Gold;GDR
1980;Lake Placid;Biathlon;Biathlon;20km;M;Bronze;GDR
1980;Lake Placid;Biathlon;Biathlon;20km;M;Silver;GDR
1980;Lake Placid;Biathlon;Biathlon;4x7.5km relay;M;Silver;GDR
1980;Lake Placid;Bobsleigh;Bobsleigh;four-man;M;Bronze;GDR
1980;Lake Placid;Bobsleigh;Bobsleigh;four-man;M;Gold;GDR
1980;Lake Placid;Bobsleigh;Bobsleigh;two-man;M;Bronze;GDR
1980;Lake Placid;Bobsleigh;Bobsleigh;two-man;M;Silver;GDR
1980;Lake Placid;Luge;Luge;doubles;X;Gold;GDR
1980;Lake Placid;Luge;Luge;singles;M;Gold;GDR
1980;Lake Placid;Luge;Luge;singles;W;Silver;GDR
1980;Lake Placid;Skating;Figure skating;individual;M;Silver;GDR
1980;Lake Placid;Skating;Figure skating;individual;W;Gold;GDR
1980;Lake Placid;Skating;Figure skating;pairs;X;Bronze;GDR
1980;Lake Placid;Skating;Speed skating;1000m;W;Bronze;GDR
1980;Lake Placid;Skating;Speed skating;1500m;W;Bronze;GDR
1980;Lake Placid;Skating;Speed skating;3000m;W;Silver;GDR
1980;Lake Placid;Skating;Speed skating;500m;W;Gold;GDR
1980;Lake Placid;Skiing;Cross Country S;10km;W;Gold;GDR
1980;Lake Placid;Skiing;Cross Country S;4x5km relay;W;Gold;GDR
1980;Lake Placid;Skiing;Nordic Combined;individual;M;Bronze;GDR
1980;Lake Placid;Skiing;Nordic Combined;individual;M;Gold;GDR
1980;Lake Placid;Skiing;Ski Jumping;K90 individual (70m);M;Silver;GDR
1980;Lake Placid;Skating;Figure skating;ice dancing;X;Silver;HUN
1980;Lake Placid;Luge;Luge;doubles;X;Silver;ITA
1980;Lake Placid;Luge;Luge;singles;M;Silver;ITA
1980;Lake Placid;Skiing;Ski Jumping;K90 individual (70m);M;Silver;JPN
1980;Lake Placid;Skiing;Alpine Skiing;downhill;W;Silver;LIE
1980;Lake Placid;Skiing;Alpine Skiing;giant slalom;M;Silver;LIE
1980;Lake Placid;Skiing;Alpine Skiing;giant slalom;W;Gold;LIE
1980;Lake Placid;Skiing;Alpine Skiing;slalom;W;Gold;LIE
1980;Lake Placid;Skating;Speed skating;10000m;M;Silver;NED
1980;Lake Placid;Skating;Speed skating;1500m;W;Gold;NED
1980;Lake Placid;Skating;Speed skating;1500m;W;Silver;NED
1980;Lake Placid;Skating;Speed skating;500m;M;Bronze;NED
1980;Lake Placid;Skating;Speed skating;10000m;M;Bronze;NOR
1980;Lake Placid;Skating;Speed skating;1000m;M;Bronze;NOR
1980;Lake Placid;Skating;Speed skating;1500m;M;Bronze;NOR
1980;Lake Placid;Skating;Speed skating;1500m;M;Silver;NOR
1980;Lake Placid;Skating;Speed skating;3000m;W;Gold;NOR
1980;Lake Placid;Skating;Speed skating;5000m;M;Bronze;NOR
1980;Lake Placid;Skating;Speed skating;5000m;M;Silver;NOR
1980;Lake Placid;Skiing;Cross Country S;15km;M;Bronze;NOR
1980;Lake Placid;Skiing;Cross Country S;4x10km relay;M;Silver;NOR
1980;Lake Placid;Skiing;Cross Country S;4x5km relay;W;Bronze;NOR
1980;Lake Placid;Bobsleigh;Bobsleigh;four-man;M;Silver;SUI
1980;Lake Placid;Bobsleigh;Bobsleigh;two-man;M;Gold;SUI
1980;Lake Placid;Skiing;Alpine Skiing;downhill;W;Bronze;SUI
1980;Lake Placid;Skiing;Alpine Skiing;slalom;M;Bronze;SUI
1980;Lake Placid;Skiing;Alpine Skiing;slalom;W;Bronze;SUI
1980;Lake Placid;Ice Hockey;Ice Hockey;ice hockey;M;Bronze;SWE
1980;Lake Placid;Skiing;Alpine Skiing;giant slalom;M;Gold;SWE
1980;Lake Placid;Skiing;Alpine Skiing;slalom;M;Gold;SWE
1980;Lake Placid;Skiing;Cross Country S;15km;M;Gold;SWE
1980;Lake Placid;Skiing;Cross Country S;5km;W;Bronze;TCH
1980;Lake Placid;Biathlon;Biathlon;10km;M;Bronze;URS
1980;Lake Placid;Biathlon;Biathlon;10km;M;Silver;URS
1980;Lake Placid;Biathlon;Biathlon;20km;M;Gold;URS
1980;Lake Placid;Biathlon;Biathlon;4x7.5km relay;M;Gold;URS
1980;Lake Placid;Ice Hockey;Ice Hockey;ice hockey;M;Silver;URS
1980;Lake Placid;Luge;Luge;singles;W;Bronze;URS
1980;Lake Placid;Luge;Luge;singles;W;Gold;URS
1980;Lake Placid;Skating;Figure skating;ice dancing;X;Bronze;URS
1980;Lake Placid;Skating;Figure skating;ice dancing;X;Gold;URS
1980;Lake Placid;Skating;Figure skating;pairs;X;Gold;URS
1980;Lake Placid;Skating;Figure skating;pairs;X;Silver;URS
1980;Lake Placid;Skating;Speed skating;1000m;M;Bronze;URS
1980;Lake Placid;Skating;Speed skating;1000m;W;Gold;URS
1980;Lake Placid;Skating;Speed skating;500m;M;Silver;URS
1980;Lake Placid;Skating;Speed skating;500m;W;Bronze;URS
1980;Lake Placid;Skiing;Cross Country S;30km mass start;M;Gold;URS
1980;Lake Placid;Skiing;Cross Country S;30km mass start;M;Silver;URS
1980;Lake Placid;Skiing;Cross Country S;4x10km relay;M;Gold;URS
1980;Lake Placid;Skiing;Cross Country S;4x5km relay;W;Silver;URS
1980;Lake Placid;Skiing;Cross Country S;50km;M;Bronze;URS
1980;Lake Placid;Skiing;Cross Country S;50km;M;Gold;URS
1980;Lake Placid;Skiing;Cross Country S;5km;W;Gold;URS
1980;Lake Placid;Ice Hockey;Ice Hockey;ice hockey;M;Gold;USA
1980;Lake Placid;Skating;Figure skating;individual;M;Bronze;USA
1980;Lake Placid;Skating;Figure skating;individual;W;Silver;USA
1980;Lake Placid;Skating;Speed skating;10000m;M;Gold;USA
1980;Lake Placid;Skating;Speed skating;1000m;M;Gold;USA
1980;Lake Placid;Skating;Speed skating;1000m;W;Silver;USA
1980;Lake Placid;Skating;Speed skating;1500m;M;Gold;USA
1980;Lake Placid;Skating;Speed skating;3000m;W;Bronze;USA
1980;Lake Placid;Skating;Speed skating;5000m;M;Gold;USA
1980;Lake Placid;Skating;Speed skating;500m;M;Gold;USA
1980;Lake Placid;Skating;Speed skating;500m;W;Silver;USA
1980;Lake Placid;Skiing;Alpine Skiing;slalom;M;Silver;USA
1984;Sarajevo;Skiing;Alpine Skiing;downhill;M;Bronze;AUT
1984;Sarajevo;Skating;Figure skating;individual;M;Silver;CAN
1984;Sarajevo;Skating;Speed skating;1000m;M;Gold;CAN
1984;Sarajevo;Skating;Speed skating;1500m;M;Gold;CAN
1984;Sarajevo;Skating;Speed skating;500m;M;Bronze;CAN
1984;Sarajevo;Skiing;Cross Country S;10km;W;Gold;FIN
1984;Sarajevo;Skiing;Cross Country S;15km;M;Bronze;FIN
1984;Sarajevo;Skiing;Cross Country S;15km;M;Silver;FIN
1984;Sarajevo;Skiing;Cross Country S;20km;W;Gold;FIN
1984;Sarajevo;Skiing;Cross Country S;4x10km relay;M;Bronze;FIN
1984;Sarajevo;Skiing;Cross Country S;4x5km relay;W;Bronze;FIN
1984;Sarajevo;Skiing;Cross Country S;50km;M;Bronze;FIN
1984;Sarajevo;Skiing;Cross Country S;5km;W;Gold;FIN
1984;Sarajevo;Skiing;Nordic Combined;individual;M;Bronze;FIN
1984;Sarajevo;Skiing;Nordic Combined;individual;M;Silver;FIN
1984;Sarajevo;Skiing;Ski Jumping;K120 individual (90m);M;Gold;FIN
1984;Sarajevo;Skiing;Ski Jumping;K90 individual (70m);M;Bronze;FIN
1984;Sarajevo;Skiing;Ski Jumping;K90 individual (70m);M;Silver;FIN
1984;Sarajevo;Skiing;Alpine Skiing;giant slalom;W;Bronze;FRA
1984;Sarajevo;Skiing;Alpine Skiing;slalom;M;Bronze;FRA
1984;Sarajevo;Skiing;Alpine Skiing;slalom;W;Silver;FRA
1984;Sarajevo;Biathlon;Biathlon;10km;M;Silver;FRG
1984;Sarajevo;Biathlon;Biathlon;20km;M;Gold;FRG
1984;Sarajevo;Biathlon;Biathlon;4x7.5km relay;M;Bronze;FRG
1984;Sarajevo;Luge;Luge;doubles;X;Gold;FRG
1984;Sarajevo;Skating;Figure skating;ice dancing;X;Gold;GBR
1984;Sarajevo;Biathlon;Biathlon;10km;M;Bronze;GDR
1984;Sarajevo;Biathlon;Biathlon;20km;M;Silver;GDR
1984;Sarajevo;Bobsleigh;Bobsleigh;four-man;M;Gold;GDR
1984;Sarajevo;Bobsleigh;Bobsleigh;four-man;M;Silver;GDR
1984;Sarajevo;Bobsleigh;Bobsleigh;two-man;M;Gold;GDR
1984;Sarajevo;Bobsleigh;Bobsleigh;two-man;M;Silver;GDR
1984;Sarajevo;Luge;Luge;doubles;X;Bronze;GDR
1984;Sarajevo;Luge;Luge;singles;W;Bronze;GDR
1984;Sarajevo;Luge;Luge;singles;W;Gold;GDR
1984;Sarajevo;Luge;Luge;singles;W;Silver;GDR
1984;Sarajevo;Skating;Figure skating;individual;W;Gold;GDR
1984;Sarajevo;Skating;Speed skating;10000m;M;Bronze;GDR
1984;Sarajevo;Skating;Speed skating;1000m;W;Gold;GDR
1984;Sarajevo;Skating;Speed skating;1000m;W;Silver;GDR
1984;Sarajevo;Skating;Speed skating;1500m;W;Gold;GDR
1984;Sarajevo;Skating;Speed skating;1500m;W;Silver;GDR
1984;Sarajevo;Skating;Speed skating;3000m;W;Bronze;GDR
1984;Sarajevo;Skating;Speed skating;3000m;W;Gold;GDR
1984;Sarajevo;Skating;Speed skating;3000m;W;Silver;GDR
1984;Sarajevo;Skating;Speed skating;5000m;M;Bronze;GDR
1984;Sarajevo;Skating;Speed skating;500m;W;Gold;GDR
1984;Sarajevo;Skating;Speed skating;500m;W;Silver;GDR
1984;Sarajevo;Skiing;Ski Jumping;K120 individual (90m);M;Silver;GDR
1984;Sarajevo;Skiing;Ski Jumping;K90 individual (70m);M;Gold;GDR
1984;Sarajevo;Luge;Luge;singles;M;Gold;ITA
1984;Sarajevo;Skiing;Alpine Skiing;slalom;W;Gold;ITA
1984;Sarajevo;Skating;Speed skating;500m;M;Silver;JPN
1984;Sarajevo;Skiing;Alpine Skiing;giant slalom;M;Bronze;LIE
1984;Sarajevo;Skiing;Alpine Skiing;slalom;W;Bronze;LIE
1984;Sarajevo;Biathlon;Biathlon;10km;M;Gold;NOR
1984;Sarajevo;Biathlon;Biathlon;20km;M;Bronze;NOR
1984;Sarajevo;Biathlon;Biathlon;4x7.5km relay;M;Silver;NOR
1984;Sarajevo;Skating;Speed skating;1000m;M;Bronze;NOR
1984;Sarajevo;Skiing;Cross Country S;10km;W;Bronze;NOR
1984;Sarajevo;Skiing;Cross Country S;20km;W;Bronze;NOR
1984;Sarajevo;Skiing;Cross Country S;4x5km relay;W;Gold;NOR
1984;Sarajevo;Skiing;Cross Country S;5km;W;Silver;NOR
1984;Sarajevo;Skiing;Nordic Combined;individual;M;Gold;NOR
1984;Sarajevo;Bobsleigh;Bobsleigh;four-man;M;Bronze;SUI
1984;Sarajevo;Skiing;Alpine Skiing;downhill;M;Silver;SUI
1984;Sarajevo;Skiing;Alpine Skiing;downhill;W;Gold;SUI
1984;Sarajevo;Skiing;Alpine Skiing;downhill;W;Silver;SUI
1984;Sarajevo;Skiing;Alpine Skiing;giant slalom;M;Gold;SUI
1984;Sarajevo;Ice Hockey;Ice Hockey;ice hockey;M;Bronze;SWE
1984;Sarajevo;Skating;Speed skating;10000m;M;Silver;SWE
1984;Sarajevo;Skating;Speed skating;5000m;M;Gold;SWE
1984;Sarajevo;Skiing;Cross Country S;15km;M;Gold;SWE
1984;Sarajevo;Skiing;Cross Country S;30km mass start;M;Bronze;SWE
1984;Sarajevo;Skiing;Cross Country S;4x10km relay;M;Gold;SWE
1984;Sarajevo;Skiing;Cross Country S;50km;M;Gold;SWE
1984;Sarajevo;Skiing;Cross Country S;50km;M;Silver;SWE
1984;Sarajevo;Ice Hockey;Ice Hockey;ice hockey;M;Silver;TCH
1984;Sarajevo;Skating;Figure skating;individual;M;Bronze;TCH
1984;Sarajevo;Skiing;Alpine Skiing;downhill;W;Bronze;TCH
1984;Sarajevo;Skiing;Cross Country S;4x5km relay;W;Silver;TCH
1984;Sarajevo;Skiing;Cross Country S;5km;W;Bronze;TCH
1984;Sarajevo;Skiing;Ski Jumping;K120 individual (90m);M;Bronze;TCH
1984;Sarajevo;Biathlon;Biathlon;4x7.5km relay;M;Gold;URS
1984;Sarajevo;Bobsleigh;Bobsleigh;two-man;M;Bronze;URS
1984;Sarajevo;Ice Hockey;Ice Hockey;ice hockey;M;Gold;URS
1984;Sarajevo;Luge;Luge;doubles;X;Silver;URS
1984;Sarajevo;Luge;Luge;singles;M;Bronze;URS
1984;Sarajevo;Luge;Luge;singles;M;Silver;URS
1984;Sarajevo;Skating;Figure skating;ice dancing;X;Bronze;URS
1984;Sarajevo;Skating;Figure skating;ice dancing;X;Silver;URS
1984;Sarajevo;Skating;Figure skating;individual;W;Bronze;URS
1984;Sarajevo;Skating;Figure skating;pairs;X;Bronze;URS
1984;Sarajevo;Skating;Figure skating;pairs;X;Gold;URS
1984;Sarajevo;Skating;Speed skating;10000m;M;Gold;URS
1984;Sarajevo;Skating;Speed skating;1000m;M;Silver;URS
1984;Sarajevo;Skating;Speed skating;1000m;W;Bronze;URS
1984;Sarajevo;Skating;Speed skating;1500m;M;Bronze;URS
1984;Sarajevo;Skating;Speed skating;1500m;M;Silver;URS
1984;Sarajevo;Skating;Speed skating;1500m;W;Bronze;URS
1984;Sarajevo;Skating;Speed skating;5000m;M;Silver;URS
1984;Sarajevo;Skating;Speed skating;500m;M;Gold;URS
1984;Sarajevo;Skating;Speed skating;500m;W;Bronze;URS
1984;Sarajevo;Skiing;Cross Country S;10km;W;Silver;URS
1984;Sarajevo;Skiing;Cross Country S;20km;W;Silver;URS
1984;Sarajevo;Skiing;Cross Country S;30km mass start;M;Gold;URS
1984;Sarajevo;Skiing;Cross Country S;30km mass start;M;Silver;URS
1984;Sarajevo;Skiing;Cross Country S;4x10km relay;M;Silver;URS
1984;Sarajevo;Skating;Figure skating;individual;M;Gold;USA
1984;Sarajevo;Skating;Figure skating;individual;W;Silver;USA
1984;Sarajevo;Skating;Figure skating;pairs;X;Silver;USA
1984;Sarajevo;Skiing;Alpine Skiing;downhill;M;Gold;USA
1984;Sarajevo;Skiing;Alpine Skiing;giant slalom;W;Gold;USA
1984;Sarajevo;Skiing;Alpine Skiing;giant slalom;W;Silver;USA
1984;Sarajevo;Skiing;Alpine Skiing;slalom;M;Gold;USA
1984;Sarajevo;Skiing;Alpine Skiing;slalom;M;Silver;USA
1984;Sarajevo;Skiing;Alpine Skiing;giant slalom;M;Silver;YUG
1988;Calgary;Skating;Speed skating;10000m;M;Silver;AUT
1988;Calgary;Skating;Speed skating;1500m;M;Bronze;AUT
1988;Calgary;Skiing;Alpine Skiing;alpine combined;M;Gold;AUT
1988;Calgary;Skiing;Alpine Skiing;alpine combined;M;Silver;AUT
1988;Calgary;Skiing;Alpine Skiing;alpine combined;W;Gold;AUT
1988;Calgary;Skiing;Alpine Skiing;giant slalom;M;Silver;AUT
1988;Calgary;Skiing;Alpine Skiing;super-G;M;Silver;AUT
1988;Calgary;Skiing;Alpine Skiing;super-G;W;Gold;AUT
1988;Calgary;Skiing;Nordic Combined;individual;M;Silver;AUT
